ID,English,German,Spanish,French,Italian,Korean,Polish,Portuguese,Russian,Slovak,Turkish,ChineseSimplified,Ukrainian,Japanese
Map001_EV056_Page1_16_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map001_EV056_Page1_17_ShowText,"ฉันตื่นตระหนก \\.\\.เงินเก็บของเรามีน้อย
\\.และตลาดงานก็แย่มาก",""". . . Ich war in Panik. \\.\\.Wir hatten wenig
Erspartes, und es gab keine Jobs.""",". . . Tuve mucho miedo. \\.\\.Nuestros ahorros eran escasos,
\\.y el mercado de trabajo estaba mal.","... J’ai paniqué. \\.\\.Nous avions peu d’économies,
et je ne trouvais pas de travail.",". . . Ai tempi, andai nel panico. I risparmi 
erano scarsi e di posti di lavoro nemmeno a parlarne.",""". . . 아무 것도 생각할 수 없었어요. \\.\\.저금도 얼마 안 되었고,
\\.일자리를 구하기도 힘들었죠.""",""". . . Spanikowałam. \\.\\.Nasze oszczędności topniały,
\\.a o pracę nie było łatwo.""",""". . . Eu entrei em pânico. \\.\\.Nossas economias
não eram muitas, \\.e o mercado estava terrível.""",". . . Я запаниковала. \\.\\.У нас было мало сбережений,
\\.а найти работу было очень трудно.",""". . . Spanikarila som. \\.\\.Naše úspory boli malé,
\\.a trh práce slabý.""",""". . . Paniğe kapılmıştım. \\.\\.Paramız azalmıştı,
\\.ve hayat çok acımasızdı.""","“……那段时间真的非常难熬。\\.\\.
  我们没什么积蓄，\\.就业形势又相当不妙。”","…Я запанікувала. \\.\\.У нас були скромні заощадження, 
\\.а знайти підходящу роботу було досить важко.","蓄えもありませんでしたし、不景気で
職も見つからず、もう、どうしていいか…"
Map001_EV056_Page1_17_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_18_ShowText,"จอห์นนี่เห็นประกาศของฉันและเสนองานนี้ให้
\\.\\.ฉันรับด้วยความซาบซึ้ง","""Johnny sah meine Anzeige und bot mir diese Stelle an.
\\.\\.Ich nahm sie dankbar an.""","Johnny vio mi anuncio y me ofreció este trabajo.
\\.\\.Yo acepté con gratitud.","Johnny a vu mon annonce et m’a offert ce travail.
\\.\\.J’ai accepté avec gratitude.","Johnny lesse un mio annuncio e mi offrì questo lavoro.
Gliene fui grata e accettai.","""조니가 제 광고를 보고 제 일자리를 만들어줬어요.
\\.\\.항상 감사하고 있습니다.""","""Johnny trafił na moje ogłoszenie i zaoferował
tę pracę. \\.\\.Przyjęłam ją z wdzięcznością.""","""Johnny viu meu anúncio e me ofereceu este 
emprego. \\.\\.Eu aceitei com gratidão.""","Джонни заметил моё объявление и предложил мне 
эту работу. \\.\\.Я приняла её с благодарностью.","""Johnny objavil môj inzerát a ponúkol mi túto prácu.
\\.\\.Prijala som ju vďačne.""","""Johnny ilanımı gördü ve bana bu işi teklif etti.
\\.\\.Ben de memnuniyetle kabul ettim.""","“Johnny看到我登的广告，就提供了这份工作。
  \\.\\.我万分感激地接受了。”","Джонні побачив моє оголошення і запропонував мені цю 
роботу. \\.\\.Я із вдячністю прийняла його пропозицію.","そんなとき、私が出した広告を見た
ジョニーが、この仕事を持ちかけて
くれたんです。"
Map001_EV056_Page1_18_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_19_ShowText,"ที่นี่เงียบสงบ \\.เกินไป. . . \\.\\.
มันช่วยให้ฉันผ่านช่วงเศร้าโศก","""Dieses Haus -- es war so friedlich. . . \\.\\.Das half mir,
meine Trauer zu überwinden.""","Este lugar era también, \\.tranquilo. . . \\.\\.
Me ayudó con mi luto.","En plus, \\.cet endroit est paisible...
\\.\\.Cela m’a aidée à faire mon deuil.","Questo luogo è tanto tranquillo, e. . . 
Mi ha reso più facile elaborare il mio lutto.","""여기는 평화로워요, \\.무엇보다. . . \\.\\.
남편을 잃은 슬픔을 달랠 수 있었죠.""","""To miejsce było w dodatku takie \\.spokojne. . . \\.\\.
Pomogło mi w żałobie.""","""Além disso, \\.é um lugar tranquilo. . . \\.\\.
Me ajudou a superar.""","Ещё это место такое \\.умиротворяющее. . . \\.\\.
Оно помогло мне вылечить боль от утраты.","""Toto miesto bolo také pokojné, \\.aj to. . . \\.\\.
Pomohlo mi s mojim žialom.""","""Burası çok huzurlu bir yer, \\.ayrıca. . . \\.\\.
Acımı dindirebilmemi sağladı.""","“而且，这是个安宁祥和的地方\\.……
  \\.\\.能让我减缓痛苦，平静下来。”","Це було спокійне і тихе місце… 
\\.\\.Воно допомогло мені пережити скорботу.","ここはとても静かですし…\\.\\.
傷ついた心を癒やすには、最適でした。"
Map001_EV056_Page1_19_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_20_ShowText,"รัฐบาลไม่ได้ออกเงินช่วยเหลือให้
แม่ม่ายสงครามเพื่อให้พวกเขาลุกขึ้นยืนอีกครั้งเหรอ?","""Zahlt die Regierung denn nicht Renten, um Kriegswitwen
wieder auf die Beine zu helfen?""","¿Pero el gobierno no da pensiones a las viudas
de guerra para que puedan recuperarse?","Mais le gouvernement n’octroie-t-il pas de pension aux
veuves de guerre, pour les aider à repartir du bon pied ?","Il governo non dovrebbe stanziare dei fondi
per le vedove di guerra?","""정부에서 전쟁 미망인에게 
보조금을 주지 않았나요?""","""Czy rząd nie przyznaje zasiłków rodzinom poległych 
żołnierzy, by pomóc im stanąć na nogi?""","""O governo não fornece bolsas para que
viúvas de guerra se reestabeleçam?""","Разве власти не помогают вдовам,
чьи мужья погибли на войне?","""Nezaručuje štát sociálnu podporu pre povojnové vdovy,
aby sa dokázali postaviť na vlastné?""","""Hükumet hiç sana bu konuda 
bir ödenek sağlamıyor mu?""","“政府不是应该为烈士遗孀 
  发放补助金么？”","Хіба уряд не надає військові виплати вдовам, 
щоби допомогти їм стати на ноги?","戦死された軍人のご遺族には、
政府から手当てが支払われるはずでは？"
Map001_EV056_Page1_20_ShowText_NameBox,ดร.โรซาลีน,Dr. Rosalene,Dra. Rosalene,Dr Rosalene,Dott.ssa Rosalene,로잘린 박사,Dr Rosalene,Dra. Rosalene,Д-р Розалин,Dr. Rosalene,Dr. Rosalene,Dr. Rosalene,Д-р Розалiн,ドクター・ロザリーン
Map001_EV056_Page1_21_ShowText,พวกเขาทำ \\.\\.และในที่สุด \\.ฉันได้รับความช่วยเหลือ,"""Doch, schon. \\.\\.Es dauerte, aber schließlich
\\.bekam ich etwas Unterstützung.""","Así es. \\.\\.Al final, \\.recibí la ayuda.",En effet. \\.\\.Et j’ai fini par la recevoir.,"Sì. Passato un po' di tempo, ricevetti il sussidio.","""줬어요. \\.\\.그리고 저도, \\.보조금을 받았죠.""","""Przyznaje. \\.\\.W końcu \\.otrzymałam pomoc.""","""Fornecem sim. \\.\\.E depois de um tempo, \\.recebi a minha.""","Помогают. \\.\\.И, в конечном счёте, \\.я получила пособие.","Zaručuje. \\.\\.A napokon, \\.dostala som podporu.","Sağlıyor tabi. \\.\\.Bir süre sonra da, \\.yardım almaya başladım.",“确实如此。\\.\\.而且，\\.最终我领到了补助金。”,"Надає. \\.\\.І, врешті-решт, \\.я отримала допомогу.","ええ。\\.\\.しばらくして、
給付金を受け取りました。"
Map001_EV056_Page1_21_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_22_ShowText,"แต่พอถึงตอนนั้น \\.\\.จอห์นนี่เริ่มมี
ปัญหาด้วยตัวเองแล้ว . . .\\.\\. เขาต้องการความช่วยเหลือจากฉัน","""Inzwischen \\.\\.hatte sich Johnnys Zustand aber verschlechtert. . .\\.\\.
er brauchte meine Hilfe.""","Pero, para entonces, \\.\\.Johnny empezaba a tener
sus propios problemas. . .\\.\\. él me necesitaba.","Mais à ce moment-là, \\.\\.Johnny commençait à avoir
des problèmes...\\.\\. Il avait besoin de mon aide.","A quel punto, tuttavia, Johnny non stava più 
molto bene. . . era lui ad aver bisogno di me.","""하지만 그 즈음부터, \\.\\.조니의 몸에 문제가
생기기 시작했어요. . .\\.\\. 제 도움이 필요하게 된 거죠.""","""Ale do tego czasu \\.\\.Johnny zaczął miewać własne 
problemy. . .\\.\\. Teraz to on potrzebował mojej pomocy.""","""Mas àquela altura, \\.\\.o Johnny já estava com 
dificuldades. . .\\.\\. Ele precisava da minha ajuda.""","Но затем, \\.\\.У Джонни начались проблемы. . .
\\.\\. Ему нужна была моя помощь.","""Ale dovtedy, \\.\\.Johnny začal mať svoje ťažkosti . . .\\.\\. 
a potreboval moju pomoc.""","""Ama bu sefer de, \\.\\.Johnny'nin sorunları ortaya
çıkmaya başladı. . .\\.\\. Yardımıma ihityacı vardı.""","“但后来，\\.\\.Johnny自己也遇到了一些
  麻烦……\\.\\.他需要我的帮助。”","Але потім у Джонні з’явилися власні проблеми…
\\.\\.Він потребував моєї допомоги.","でもその頃には、今度はジョニーのほうが…
\\.\\.それで、私たちが援助する側に。"
Map001_EV056_Page1_22_ShowText_NameBox,Lily,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_23_ShowText,"ทอมมี่กับซาร่าห์ก็ชอบที่นี่เหมือนกัน\\.นะ
\\.\\.เราก็เลยอยู่ต่อ","""Tommy und Sarah gefiel es hier.
\\.\\.Also sind wir hiergeblieben.""","A Tommy y a Sarah les gusta este sitio,\\. también.
\\.\\.Así que nos quedamos.","Tommy et Sarah aiment aussi cet endroit.
\\.\\.Nous sommes donc restés.","A Tommy e Sarah questo posto, inoltre, piaceva.
Decidemmo di restare.","""사라와 토미도,\\. 여기를 좋아했어요.
\\.\\.그래서 계속 살고 있는 거죠.""","""Tommy i Sarah też lubią to miejsce.
\\.\\.I tak. . . zostaliśmy.""","""O Tommy e a Sarah \\.tomaram gosto 
pelo lugar. \\.\\.Então ficamos.""","Томми и Саре \\.здесь тоже понравилось.
\\.\\.С тех пор мы живём тут.","""Tommy a Sarah si obľúbili toto miesto,\\. takisto.
\\.\\.Tak sme ostali.""","""Tommy ve Sarah da burayı sevdi.
\\.\\.Biz de burada kaldık.""","“Tommy和Sarah也很喜欢这个地方。
  \\.\\.于是我们就留了下来。”","Томмі та Сара теж полюбили це місце. 
\\.\\.Ось так ми і залишилися.","トミーもサラも、この場所が
すっかり気に入っていたので、
ここにとどまることにしたんです。"
Map001_EV056_Page1_23_ShowText_NameBox,Lily,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_24_ShowText,ส่วนจอห์นนี่. . . \\.\\.เขาก็ดีใจด้วย,"""Und Johnny. . . \\.\\.er war so froh darüber.""",En cuanto a Johnny. . . \\.\\.también se alegró.,Quant à Johnny... \\.\\.Il était ravi.,"A Johnny. . . be', la cosa fece piacere anche a lui.","""그리고 조니도. . . \\.\\.기뻐했으니까요.""","""Co do Johnny'ego. . . \\.\\.on również się ucieszył.""","""E o Johnny. . . \\.\\.Ele também ficou feliz.""",Ну а Джонни. . . \\.\\.он был только рад.,Čo sa týka Johnnyho. . . \\.\\.ten bol iba rád.,Johnny'ye gelince. . . \\.\\.o da çok sevindi.,“而Johnny……\\.\\.他也非常乐意。”,Що ж до Джонні… \\.\\.Він був цьому тільки радий.,ジョニーも…\\.\\.よろこんでくれました。
Map001_EV056_Page1_24_ShowText_NameBox,Lily,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_25_ShowText,เราจะคิดถึงเขา,""".\\. .\\. .\\. Wir werden ihn vermissen.""",.\\. .\\. .\\. Vamos a echarle de menos.,.\\..\\..\\. Il va nous manquer.,. . . Ci mancherà. Molto.,""".\\. .\\. .\\. 그가 그리워질 거에요.""",""".\\. .\\. .\\. Będzie nam go brakowało.""",""".\\. .\\. .\\. Ele vai fazer falta.""",.\\. .\\. .\\. Мы будем скучать по нему.,.\\. .\\. .\\. Bude nám chýbať.,.\\. .\\. .\\. Onu özleyeceğiz.,“…\\.…\\.我们会想念他的。”,.\\..\\..\\.Ми будемо сумувати за ним.,…さみしくなります。
Map001_EV056_Page1_25_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_26_ShowText,ฉันคิดว่าลึกๆ แล้ว \\.\\.เขาอยากมีครอบครัวจริงๆ,"""Ich glaube, tief im Herzen \\.\\.wünschte Johnny sich eine Familie.""","Creo que en el fondo, \\.\\.él realmente quería una familia.","Je pense qu’il aurait vraiment
voulu avoir une famille.","Credo che, in cuor suo, desiderasse una famiglia.","""오랫동안 생각해봤지만, \\.\\.조니는 가족을 바랐던 것 같아요.""","""Myślę, że w głębi duszy \\.\\.naprawdę pragnął rodziny.""","""Eu acho que, no fundo, \\.\\.ele queria muito uma família.""","Думаю, в глубине души, \\.\\.он очень хотел завести семью.","Podľa mňa hlboko vo vnútri, \\.\\.Johnny túžil po rodine.","Esasında çok düşündüm, \\.\\.Johnny de bir ailesi olsun istiyordu.",“我仔细想过了，\\.\\.他真的非常需要家人。”,"Я думаю, що у глибині душі Джонні дійсно хотів мати сім’ю.","きっと…\\.\\.ジョニーも心の奥では、
家族が欲しかったんだと思います。"
Map001_EV056_Page1_26_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
Map001_EV056_Page1_27_ShowText,เด็กสมัยนี้ฉลาดนะ. . . \\.\\.พวกเขารู้เองแหละ,"""Die Kinder von heute sind clever. . . \\.\\.
Sie werden dahinterkommen.""",Los niños son muy listos hoy en día. . . \\.\\.Se darán cuenta.,"Les enfants sont malins de nos jours...
\\.\\.Ils finiront par comprendre.",I ragazzi di oggi sono svegli. . . Lo capiranno presto.,"""요즘 애들은 똑똑하니까. . . \\.\\.알게 될 거에요.""","""W dzisiejszych czasach dzieci są mądre. . . \\.\\.
Domyślą się wszystkiego.""","""As crianças de hoje são espertas. . . \\.\\.Elas vão descobrir.""",В наши дни дети довольно умны. . . \\.\\. Они всё быстро поймут.,Deti sú dnes také chytré. . . \\.\\.Prídu na to samy.,Zamane çocukları çok zeki. . . \\.\\.Anlayacaklardır.,“现在的孩子都早熟……\\.\\.他们会明白的。”,У наш час діти кмітливі… \\.\\.Вони все зрозуміють.,"近頃の子どもたちは、なんでもよく
知っていますから…\\.\\.
すぐに感づくでしょうね。"
Map001_EV056_Page1_27_ShowText_NameBox,ลิลลี่,Lily,Lily,Lily,Lily,릴리,Lily,Lily,Лили,Lily,Lily,Lily,Лiлi,リリー
